,StartStation,ArriveStation,count,s_j,s_w,e_j,e_w,count_std
3564,重庆西,成都东,6,106.435498,29.43649296,104.1477187,30.63513395,2.434987792766788
2134,杭州东,成都东,6,120.2193726,30.29735829,104.1477187,30.63513395,2.434987792766788
3562,重庆西,广州南,6,106.435498,29.43649296,113.2759886,22.99449891,2.434987792766788
3291,贺州,南宁东,6,111.5456936,24.46033131,108.321642,22.83292908,2.434987792766788
980,厦门,龙岩,6,118.1225949,24.47395893,117.0129122,25.10160431,2.434987792766788
2146,杭州东,西安北,6,120.2193726,30.29735829,108.9693181,34.28284366,2.434987792766788
2543,深圳,佛山西,6,114.1236341,22.53793636,113.1104704,23.05302647,2.434987792766788
779,南京南,上海虹桥,6,118.8045165,31.97440034,121.3270978,31.19997528,2.434987792766788
3186,西安,银川,6,108.9693181,34.28284366,106.1811303,38.49835688,2.434987792766788
3546,重庆西,上海虹桥,6,106.435498,29.43649296,121.3270978,31.19997528,2.434987792766788
1267,大连,沈阳北,6,121.639161,38.92851844,123.4424124,41.82534092,2.434987792766788
2759,烟台,青岛,6,121.3893737,37.55444989,120.3189288,36.07075992,2.434987792766788
1913,成都东,郑州东,6,104.1477187,30.63513395,113.7855473,34.76545884,2.434987792766788
2637,深圳机场,新塘南,6,-1.0,-1.0,-1.0,-1.0,2.434987792766788
2346,沈丘北,郑州东,6,115.0936727,33.36716352,113.7855473,34.76545884,2.434987792766788
3898,黄山北,上海虹桥,6,118.2798059,29.81957795,121.3270978,31.19997528,2.434987792766788
3479,郑州东,杭州,6,113.7855473,34.76545884,120.1894672,30.24987743,2.434987792766788
601,北京南,上海,6,116.3854936,39.87101558,121.4621369,31.25561813,2.434987792766788
1824,怀化南,深圳北,6,109.9737082,27.56350944,114.0354307,22.6155135,2.434987792766788
175,上海虹桥,福州,6,121.3270978,31.19997528,119.3265624,26.11982665,2.434987792766788
1798,徐州东,连云港,6,117.3097118,34.27266147,119.1700137,34.61480282,2.434987792766788
3250,贵阳,昭通,6,106.7099004,26.56252613,103.7976573,27.39156558,2.434987792766788
1888,成都东,杭州东,6,104.1477187,30.63513395,120.2193726,30.29735829,2.434987792766788
1388,太原南,郑州东,6,112.6170418,37.79764834,113.7855473,34.76545884,2.434987792766788
3318,赤峰,沈阳,6,118.9662055,42.26257881,123.3998531,41.80100261,2.434987792766788
627,北京南,杭州东,6,116.3854936,39.87101558,120.2193726,30.29735829,2.434987792766788
1308,天水南,兰州西,6,105.9047409,34.57169869,103.7591595,36.07461705,2.434987792766788
2367,沈阳,通辽,6,123.3998531,41.80100261,122.2775491,43.61141876,2.434987792766788
1427,宁波,上海虹桥,6,121.5428536,29.86758477,121.3270978,31.19997528,2.434987792766788
2703,湛江西,佛山西,6,110.2870213,21.22211413,113.1104704,23.05302647,2.434987792766788
3209,西安北,宝鸡南,6,108.9693181,34.28284366,107.2377341,34.34035844,2.434987792766788
1605,广安南,成都东,6,106.5992591,30.45770612,104.1477187,30.63513395,2.434987792766788
2411,沈阳南,通辽,6,123.3998531,41.80100261,122.2775491,43.61141876,2.434987792766788
294,乌鲁木齐,和田,6,87.58966482,43.78527752,79.91343764,37.16424063,2.434987792766788
1293,大连北,沈阳,6,121.6138656,39.02285489,123.3998531,41.80100261,2.434987792766788
1663,广州东,梅州西,6,113.3311109,23.1559198,116.1377335,24.26543276,2.434987792766788
3394,通辽,沈阳,6,122.2775491,43.61141876,123.3998531,41.80100261,2.434987792766788
1879,成都东,峨眉山,6,104.1477187,30.63513395,-1.0,-1.0,2.434987792766788
3216,西安北,杭州东,6,108.9693181,34.28284366,120.2193726,30.29735829,2.434987792766788
191,上海虹桥,重庆西,6,121.3270978,31.19997528,106.435498,29.43649296,2.434987792766788
1151,哈尔滨西,佳木斯,6,126.5844437,45.71280579,130.3896952,46.81085466,2.434987792766788
150,上海虹桥,广州南,6,121.3270978,31.19997528,113.2759886,22.99449891,2.434987792766788
123,上海虹桥,南京南,6,121.3270978,31.19997528,118.8045165,31.97440034,2.434987792766788
2332,汕尾,深圳北,6,115.4351769,22.8166058,114.0354307,22.6155135,2.434987792766788
3456,郑州东,上海虹桥,6,113.7855473,34.76545884,121.3270978,31.19997528,2.434987792766788
196,上海虹桥,青岛,6,121.3270978,31.19997528,120.3189288,36.07075992,2.434987792766788
3426,邵阳,长沙南,6,111.4676555,27.21939368,113.0718382,28.15265108,2.434987792766788
3417,邯郸东,北京西,6,114.5657319,36.62607277,116.3275639,39.90092693,2.434987792766788
128,上海虹桥,南通,6,121.3270978,31.19997528,120.8667999,32.07393273,2.434987792766788
3228,西安北,重庆北,6,108.9693181,34.28284366,106.5574405,29.61373264,2.434987792766788
3254,贵阳,草海,6,106.7099004,26.56252613,104.2678634,26.89201556,2.434987792766788
3070,草海,贵阳,6,104.2678634,26.89201556,106.7099004,26.56252613,2.434987792766788
1836,成都,上海,6,104.0797802,30.70361284,121.4621369,31.25561813,2.434987792766788
1245,大理,广州南,6,100.2562088,25.59521885,113.2759886,22.99449891,2.434987792766788
1692,广州南,大理,6,113.2759886,22.99449891,100.2562088,25.59521885,2.434987792766788
3084,荣成,青岛北,6,-1.0,-1.0,120.3189288,36.07075992,2.434987792766788
206,东京城,牡丹江,6,129.231692,44.12392137,129.6194109,44.59623665,2.434987792766788
3950,龙岩,厦门,6,117.0129122,25.10160431,118.1225949,24.47395893,2.434987792766788
595,北京北,呼和浩特东,6,116.3606506,39.9484103,-1.0,-1.0,2.434987792766788
683,北京西,成都,5,116.3275639,39.90092693,104.0797802,30.70361284,2.027793694831722
2149,杭州东,郑州东,5,120.2193726,30.29735829,113.7855473,34.76545884,2.027793694831722
2152,杭州东,黄山北,5,120.2193726,30.29735829,118.2798059,29.81957795,2.027793694831722
3917,齐齐哈尔,北京,5,124.0014228,47.34600489,116.4337332,39.90979135,2.027793694831722
3455,郑州东,三门峡南,5,113.7855473,34.76545884,111.1669302,34.75435122,2.027793694831722
1500,宜宾西,成都东,5,104.6075926,28.75725055,104.1477187,30.63513395,2.027793694831722
3229,西安北,重庆西,5,108.9693181,34.28284366,106.435498,29.43649296,2.027793694831722
3752,防城港北,南宁东,5,108.3827513,21.71999891,108.321642,22.83292908,2.027793694831722
1512,宜昌东,汉口,5,111.377275,30.66404385,-1.0,-1.0,2.027793694831722
2760,烟台,青岛北,5,121.3893737,37.55444989,120.3189288,36.07075992,2.027793694831722
1286,大连北,吉林,5,121.6138656,39.02285489,126.5836551,43.8645571,2.027793694831722
2374,沈阳北,北京,5,123.4424124,41.82534092,116.4337332,39.90979135,2.027793694831722
791,南京南,宣城,5,118.8045165,31.97440034,118.7802673,30.95275599,2.027793694831722
167,上海虹桥,深圳北,5,121.3270978,31.19997528,114.0354307,22.6155135,2.027793694831722
3908,黄山北,杭州东,5,118.2798059,29.81957795,120.2193726,30.29735829,2.027793694831722
2947,福州,福鼎,5,119.3265624,26.11982665,120.1960735,27.2883882,2.027793694831722
2477,济南东,青岛,5,117.0361065,36.6868321,120.3189288,36.07075992,2.027793694831722
2478,济南东,青岛北,5,117.0361065,36.6868321,120.3189288,36.07075992,2.027793694831722
199,上海虹桥,黄山北,5,121.3270978,31.19997528,118.2798059,29.81957795,2.027793694831722
858,南宁东,防城港北,5,108.321642,22.83292908,108.3827513,21.71999891,2.027793694831722
1534,宣城,南京南,5,118.7802673,30.95275599,118.8045165,31.97440034,2.027793694831722
661,北京西,南宁,5,116.3275639,39.90092693,108.321642,22.83292908,2.027793694831722
821,南宁,北京西,5,108.321642,22.83292908,116.3275639,39.90092693,2.027793694831722
2225,武昌,咸宁南,5,114.3242621,30.53460349,114.3119549,29.84328763,2.027793694831722
66,上海,淮北,5,121.4621369,31.25561813,116.8103461,33.97267381,2.027793694831722
2498,济南西,青岛北,5,116.8982263,36.67470433,120.3189288,36.07075992,2.027793694831722
1878,成都东,宜宾西,5,104.1477187,30.63513395,104.6075926,28.75725055,2.027793694831722
885,南昌,景德镇北,5,115.9255942,28.66836716,117.2283707,29.29119463,2.027793694831722
1530,宝鸡南,西安北,5,107.2377341,34.34035844,108.9693181,34.28284366,2.027793694831722
2830,珲春,长春,5,-1.0,-1.0,125.330733,43.91760214,2.027793694831722
3436,郑州,太原南,5,113.6661637,34.75253549,112.6170418,37.79764834,2.027793694831722
72,上海,苏州,5,121.4621369,31.25561813,120.6173271,31.3355563,2.027793694831722
2378,沈阳北,大连,5,123.4424124,41.82534092,121.639161,38.92851844,2.027793694831722
894,南昌,赣州西,5,115.9255942,28.66836716,114.9709611,25.82482479,2.027793694831722
1841,成都,北京西,5,104.0797802,30.70361284,116.3275639,39.90092693,2.027793694831722
2202,梅州西,深圳北,5,116.1377335,24.26543276,114.0354307,22.6155135,2.027793694831722
3807,青岛,济南东,5,120.3189288,36.07075992,117.0361065,36.6868321,2.027793694831722
1387,太原南,郑州,5,112.6170418,37.79764834,113.6661637,34.75253549,2.027793694831722
3577,重庆西,西安北,5,106.435498,29.43649296,108.9693181,34.28284366,2.027793694831722
2672,温州南,南京南,5,120.5915271,27.9719922,118.8045165,31.97440034,2.027793694831722
2016,昆明,曲靖,5,102.7283354,25.02160539,103.7988853,25.53252357,2.027793694831722
398,信宜,茂名,5,110.9725469,22.3359906,110.8545253,21.68666451,2.027793694831722
3190,西安,韩城,5,108.9693181,34.28284366,110.4483387,35.49005041,2.027793694831722
2352,沈阳,大连北,5,123.3998531,41.80100261,121.6138656,39.02285489,2.027793694831722
1678,广州南,上海虹桥,5,113.2759886,22.99449891,121.3270978,31.19997528,2.027793694831722
3741,阜阳,上海,5,115.8745732,32.92100776,121.4621369,31.25561813,2.027793694831722
2776,牡丹江,东京城,5,129.6194109,44.59623665,129.231692,44.12392137,2.027793694831722
2028,昆明南,北京西,5,102.7283354,25.02160539,116.3275639,39.90092693,2.027793694831722
1786,徐州,连云港东,5,117.2139913,34.27110015,119.1700137,34.61480282,2.027793694831722
2576,深圳北,上海虹桥,5,114.0354307,22.6155135,121.3270978,31.19997528,2.027793694831722
1768,张家口,清河,5,114.8893434,40.81623702,116.3214858,40.0478317,2.027793694831722
2068,景德镇北,南昌,5,117.2283707,29.29119463,115.9255942,28.66836716,2.027793694831722
1080,启东,南京,5,-1.0,-1.0,118.8047545,32.09280914,2.027793694831722
142,上海虹桥,宁波,5,121.3270978,31.19997528,121.5428536,29.86758477,2.027793694831722
3309,赣州西,南昌,5,114.9709611,25.82482479,115.9255942,28.66836716,2.027793694831722
562,北京,沈阳南,5,116.4337332,39.90979135,123.3998531,41.80100261,2.027793694831722
1754,延安,西安北,5,109.4877468,36.56351411,108.9693181,34.28284366,2.027793694831722
3654,长春,珲春,5,125.330733,43.91760214,-1.0,-1.0,2.027793694831722
2046,昆明南,玉溪,5,102.7283354,25.02160539,102.53351,24.35821732,2.027793694831722
1567,峨眉山,成都东,5,-1.0,-1.0,104.1477187,30.63513395,2.027793694831722
378,佳木斯,哈尔滨西,5,130.3896952,46.81085466,126.5844437,45.71280579,2.027793694831722
1479,安康,西安,5,109.0240234,32.71818211,108.9693181,34.28284366,2.027793694831722
1470,安庆,南京南,5,117.0719849,30.5546491,118.8045165,31.97440034,2.027793694831722
1108,呼和浩特东,北京北,5,-1.0,-1.0,116.3606506,39.9484103,2.027793694831722
3733,门源,西宁,5,-1.0,-1.0,101.8204401,36.62613098,2.027793694831722
3483,郑州东,沈丘北,5,113.7855473,34.76545884,115.0936727,33.36716352,2.027793694831722
1046,合肥南,杭州东,5,117.2969056,31.80434321,120.2193726,30.29735829,2.027793694831722
1562,岳阳东,广州南,5,113.2146284,29.37198588,113.2759886,22.99449891,2.027793694831722
3867,韩城,西安,5,110.4483387,35.49005041,108.9693181,34.28284366,2.027793694831722
2984,福鼎,福州,5,120.1960735,27.2883882,119.3265624,26.11982665,2.027793694831722
689,北京西,武汉,5,116.3275639,39.90092693,114.4308852,30.61318746,2.027793694831722
1698,广州南,怀化南,5,113.2759886,22.99449891,109.9737082,27.56350944,2.027793694831722
3843,青岛北,烟台,5,120.3189288,36.07075992,121.3893737,37.55444989,2.027793694831722
589,北京,齐齐哈尔,5,116.4337332,39.90979135,124.0014228,47.34600489,2.027793694831722
3288,贵阳北,铜仁,5,106.7099004,26.56252613,109.2111604,27.74598093,2.027793694831722
1808,德阳,成都东,5,104.3965218,31.17206797,104.1477187,30.63513395,2.027793694831722
3064,茂名,信宜,5,110.8545253,21.68666451,110.9725469,22.3359906,2.027793694831722
2809,玉溪,昆明南,5,102.53351,24.35821732,102.7283354,25.02160539,2.027793694831722
3157,西宁,门源,5,101.8204401,36.62613098,-1.0,-1.0,2.027793694831722
2402,沈阳南,北京,5,123.3998531,41.80100261,116.4337332,39.90979135,2.027793694831722
2121,杭州东,亳州南,5,120.2193726,30.29735829,115.8039163,33.85413711,2.027793694831722
1042,合肥南,宁波,5,117.2969056,31.80434321,121.5428536,29.86758477,2.027793694831722
1236,大庆西,哈尔滨,5,124.8926415,46.66245691,126.638843,45.76694434,2.027793694831722
3840,青岛北,济南东,5,120.3189288,36.07075992,117.0361065,36.6868321,2.027793694831722
2782,牡丹江,哈尔滨,5,129.6194109,44.59623665,126.638843,45.76694434,2.027793694831722
2803,玉林,南宁东,5,110.1633401,22.60378152,108.321642,22.83292908,2.027793694831722
2124,杭州东,北京南,5,120.2193726,30.29735829,116.3854936,39.87101558,2.027793694831722
2607,深圳北,汕尾,5,114.0354307,22.6155135,115.4351769,22.8166058,2.027793694831722
2258,武汉,成都东,4,114.4308852,30.61318746,104.1477187,30.63513395,1.6205995968966564
1689,广州南,南昌西,4,113.2759886,22.99449891,115.7990731,28.62877887,1.6205995968966564
704,北京西,西安,4,116.3275639,39.90092693,108.9693181,34.28284366,1.6205995968966564
2330,汕头,长沙南,4,116.7612582,23.37774904,113.0718382,28.15265108,1.6205995968966564
3092,菏泽,青岛,4,115.5132491,35.23672597,120.3189288,36.07075992,1.6205995968966564
731,北海,大理,4,109.1348006,21.45850273,100.2562088,25.59521885,1.6205995968966564
817,南宁,上海南,4,108.321642,22.83292908,121.4359887,31.15901797,1.6205995968966564
2261,武汉,杭州东,4,114.4308852,30.61318746,120.2193726,30.29735829,1.6205995968966564
3320,赤峰,沈阳南,4,118.9662055,42.26257881,123.3998531,41.80100261,1.6205995968966564
2344,池州,上海虹桥,4,117.5287308,30.62544258,121.3270978,31.19997528,1.6205995968966564
2264,武汉,福州,4,114.4308852,30.61318746,119.3265624,26.11982665,1.6205995968966564
648,北京南,青岛北,4,116.3854936,39.87101558,120.3189288,36.07075992,1.6205995968966564
3658,长春西,上海虹桥,4,125.2065635,43.88331342,121.3270978,31.19997528,1.6205995968966564
3319,赤峰,沈阳北,4,118.9662055,42.26257881,123.4424124,41.82534092,1.6205995968966564
655,北京西,乔庄东,4,116.3275639,39.90092693,-1.0,-1.0,1.6205995968966564
3696,长沙南,厦门,4,113.0718382,28.15265108,118.1225949,24.47395893,1.6205995968966564
687,北京西,昆明南,4,116.3275639,39.90092693,102.7283354,25.02160539,1.6205995968966564
1704,广州南,梅州西,4,113.2759886,22.99449891,116.1377335,24.26543276,1.6205995968966564
734,北海,柳州,4,109.1348006,21.45850273,109.3956244,24.31336336,1.6205995968966564
789,南京南,安庆,4,118.8045165,31.97440034,117.0719849,30.5546491,1.6205995968966564
764,南京,宿迁,4,118.8047545,32.09280914,-1.0,-1.0,1.6205995968966564
774,南京,连云港,4,118.8047545,32.09280914,119.1700137,34.61480282,1.6205995968966564
2303,汉口,南通,4,-1.0,-1.0,120.8667999,32.07393273,1.6205995968966564
1669,广州东,潮汕,4,113.3311109,23.1559198,116.5944151,23.54253566,1.6205995968966564
692,北京西,汉口,4,116.3275639,39.90092693,-1.0,-1.0,1.6205995968966564
2301,汉口,北京西,4,-1.0,-1.0,116.3275639,39.90092693,1.6205995968966564
1548,富蕴,乌鲁木齐,4,-1.0,-1.0,87.58966482,43.78527752,1.6205995968966564
785,南京南,厦门北,4,118.8045165,31.97440034,118.0805353,24.64265118,1.6205995968966564
2365,沈阳,赤峰,4,123.3998531,41.80100261,118.9662055,42.26257881,1.6205995968966564
695,北京西,深圳北,4,116.3275639,39.90092693,114.0354307,22.6155135,1.6205995968966564
1655,广州东,厦门,4,113.3311109,23.1559198,118.1225949,24.47395893,1.6205995968966564
3673,长沙,咸丰,4,113.019607,28.19959597,-1.0,-1.0,1.6205995968966564
